name,iata,icao,country
US Helicopter Corporation,UH,,United States
V Australia Airlines,VA,VAU,Australia
V Bird Airlines Netherlands,,VBA,Netherlands
V-avia Airline,,WIW,Ukraine
V-Berd-Avia,,VBD,Armenia
Vacationair,,VAC,Canada
Valair AG (Helicoptere),,RDW,Switzerland
Valan International Cargo Charter,,VLA,South Africa
Valan Limited,,VLN,Moldova
Valfell-Verkflug,,EHR,Iceland
Valuair,VF,VLU,Singapore
Van Air Europe,,VAA,Czech Republic
Vanguardia en Aviacion en Colima,,VGC,Mexico
Vanguard Airlines,,VGD,United States
Vasco Air,,VFC,Vietnam
Vega,,VAG,Kazakhstan
Vega Air Company,,WGA,Ukraine
Veles,,WEL,VELES
Verataxis,,VTX,Mexico
Veritair Ltd,,BTP,United Kingdom
Voyageur Airways,VC,VAL,Canada
Vernicos Aviation,,GRV,Greece
Vietnam Airlines,VN,HVN,Vietnam
Vozdushnaya Academy,,KWA,Kazakhstan
VIM Airlines,NN,MOV,Russia
VIM-Aviaservice,,MVY,Russia
VIA Rail Canada,2R,,Canada
Victoria Aviation,,ENV,United Kingdom
Viscount Air Service,,VCT,United States
Vision Airlines,,SSI,Nigeria
VIP Air Charter,,FXF,United States
VIP Avia,,PAV,Kazakhstan
VIP Avia,,PRX,Latvia
Visionair,,VAT,Ireland
Viasa,VA,,Venezuela
VICA - Viacao Charter Aereos,,VCA,Brazil
Volare Air Charter Company,,VCM,United States
Volaris,Y4,VOI,Mexico
Volga-Dnepr Airlines,VI,VDA,Russia
Vega Airlines,,VEA,Bulgaria
Venescar Internacional,,VEC,Venezuela
Victor Echo,,VEE,Spain
Virgin Express Ireland,,VEI,Ireland
Virgin America,VX,VRD,United States
Vieques Air Link,,VES,United States
Virgin Express,TV,VEX,Belgium
VZ Flights,,VFT,Mexico
Virgin Nigeria Airways,VK,VGN,Nigeria
Vologda State Air Enterprise,,VGV,Russia
VH-Air Industrie,,VHA,Angola
VHM Schul-und-Charterflug,,VHM,Germany
Vibroair Flugservice,,VIB,Germany
VIP Servicios Aereos Ejecutivos,,VIC,Mexico
VIP Empresarial,,VIE,Mexico
VIF Luftahrt,,VIF,Austria
Vega Aviation,,VIG,Sudan
Vichi,,VIH,Moldova
Viking Airlines,,VIK,Sweden
Vinair - Helicoptereos,,VIN,Portugal
Virgin Atlantic Airways,VS,VIR,United Kingdom
Viajes Ejecutivos Mexicanos,,VJM,Mexico
Vistajet,,VJT,Canada
Viva Macau,ZG,VVM,Macao
Volare Airlines,VE,VLE,Italy
Vueling Airlines,VY,VLG,Spain
Vladivostok Air,XF,VLK,Russia
Varig Log,LC,VLO,Brazil
Vertical-T Air Company,,VLT,Russia
Vero Monmouth Airlines,,VMA,United States
Vipport Joint Stock Company,,VNK,Russia
Viaggio Air,VM,VOA,Bulgaria
Voyager Airlines,,VOG,Bangladesh
Virgin Australia,DJ,VOZ,Australia
Virgin Blue,DJ,VBI,Australia
VIP Air,,VPA,Slovakia
Veteran Air,,VPB,Ukraine
VIP-Avia,,VPV,Georgia
Vertair,,VRA,United Kingdom
Volare Airlines,,VRE,Ukraine
Voar Lda,,VRL,Angola
VRG Linhas Aereas,RG,VRN,Brazil
Vickers Limited,,VSB,United Kingdom
Visig Operaciones Aereas,,VSG,Spain
Vision Airways Corporation,,VSN,Canada
Voronezh Aircraft Manufacturing Society,,VSO,Russia
VASP,VP,VSP,Brazil
Virign Islands Seaplane Shuttle,,VSS,United States
Vuelos Especializados Tollocan,,VTC,Mexico
Vuelos Corporativos de Tehuacan,,VTH,Mexico
Vostok Airlines,,VTK,Russia
Victor Tagle Larrain,,VTL,Chile
Vointeh,,VTV,Bulgaria
Vuelos Internos Privados VIP,,VUR,Ecuador
Vuela Bus,,VUS,Mexico
Vzlyet,,VZL,Russia
VLM Airlines,VG,VLM,Belgium
Viking Express,,WCY,United States
Victoria International Airways,,WEV,Uganda
Volga Aviaexpress,,WLG,Russia
WDL Aviation,,WDL,Germany
WRA Inc,,WRR,United States
WSI Corporation,,XWS,United States
Walmart Aviation,,CGG,United States
Walsten Air Services,,WAS,Canada
Walter I Linkoping,,GOT,Sweden
Wapiti Aviation,,WPT,Canada
Warbelow's Air Ventures,,WAV,United States
Warwickshire Aerocentre Ltd.,,ATX,United Kingdom
Wasaya Airways,,WSG,Canada
Wayraper,7W,,Peru
Weasua Air Transport Company,,WTC,Liberia
WebJet Linhas A,WJ,WEB,Brazil
Welch Aviation,,TDB,United States
Welcome Air,2W,WLC,Austria
Wermlandsflyg AB,,BLW,Sweden
West Africa Airlines,,WCB,Ghana
West African Air Transport,,WTF,Senegal
West African Airlines,,WSF,Benin
West African Cargo Airlines,,WAC,Mauritania
West Air Luxembourg,,WLX,Luxembourg
West Air Sweden,PT,SWN,Sweden
West Caribbean Airways,,WCW,Colombia
West Caribbean Costa Rica,,WCR,Costa Rica
West Coast Air,8O,,Canada
West Coast Airlines,,WCG,Ghana
West Coast Airways,,WCA,Sierra Leone
West Freugh DTEO,,TEE,United Kingdom
West Wind Aviation,,WEW,Canada
WestJet,WS,WJA,Canada
Westair Aviation,,WAA,Namibia
Westair Cargo Airlines,,WSC,Cote d'Ivoire
Westair Industries,,PCM,United States
Westcoast Energy,,BLK,Canada
Western Air,,WST,Bahamas
Western Air Couriers,,NPC,United States
Western Air Express,,WAE,United States
Western Airlines,WA,WAL,United States
Western Arctic Air,,WAL,Canada
Western Aviators,,WTV,United States
Western Express Air Lines,,WES,Canada
Western Pacific Airlines,,KMR,United States
Western Pacific Airservice,,WPA,Solomon Islands
Westflight Aviation,,WSL,United Kingdom
Westgates Airlines,,WSA,United States
Westland Helicopters,,WHE,United Kingdom
Westpoint Air,,WTP,Canada
Westward Airways,CN,WWD,United States
White,,WHT,Portugal
White Eagle Aviation,,WEA,Poland
White River Air Services,,WRA,Canada
Whyalla Airlines,,WWL,Australia
Widerøe,WF,WIF,Norway
Wiggins Airways,,WIG,United States
Wiking Helikopter Service,,WHS,Germany
Wilbur's Flight Operations,,WFO,United States
Williams Air,,WLS,United States
Williams Grand Prix Engineering,,WGP,United Kingdom
Wimbi Dira Airways,,WDA,Democratic Republic of Congo
Winair,,WNA,United States
Wind Jet,IV,JET,Italy
Wind Spirit Air,,WSI,United States
Windrose Air,,QGA,Germany
Windward Islands Airways International,,WIA,Netherland
Wings Air,IW,WON,Indonesia
Wings Air Transport,,WAT,Sudan
Wings Airways,,WAW,United States
Wings Aviation,,WOL,Guyana
Wings Express,,WEX,United States
Wings of Alaska,K5,WAK,United States
Wings of Lebanon Aviation,,WLB,Lebanon
Winlink,,WIN,Saint Lucia
Wisconsin Air National Guard,,WAG,United States
Wisman Aviation,,WSM,United States
Wizz Air,W6,WZZ,Hungary
Wizz Air Hungary,8Z,WVL,Bulgaria
Wondair on Demand Aviation,,WNR,Spain
Woodgate Executive Air Charter,,CWY,United Kingdom
World Airways,WO,WOA,United States
World Weatherwatch,,XWW,Canada
World Wing Aviation,,WWM,Kyrgyzstan
Worldspan,1P,,United States
Worldwide Air Charter Systems,,CSW,Canada
Worldwide Aviation Services,,WWS,Pakistan
Worldwide Jet Charter,,WWI,United States
Wright Air Lines,,WRT,United States
Wright Air Service,8V,WRF,United States
Wuhan Airlines,,CWU,China
Wycombe Air Centre,,WYC,United Kingdom
Wyoming Airlines,,WYG,United States
XL Airways France,SE,SEU,France
XP Internation,,XPS,Netherlands
Xabre Aerolineas,,XAB,Mexico
Xclusive Jet Charter Limited,,XJC,United Kingdom
Xerox Corporation,,XER,United States
Xiamen Airlines,MF,CXA,China
Xinjiang Airlines,,CXJ,China
Xjet Limited,,XJT,United Kingdom
Xtra Airways,XP,CXP,United States
Yak-Service,,AKY,Russia
Yakolev,,YAK,Russia
Yamal Airlines,YL,LLM,Russia
Yana Airlines,,CYG,Cambodia
Yangtze River Express,Y8,YZR,China
Yellow Wings Air Services,,ELW,Kenya
Yemenia,IY,IYE,Yemen
Yerevan-Avia,,ERV,Armenia
Young Flying Service,,YFS,United States
Yuhi Air Lines,,AYU,Japan
Yuzhnaya Aircompany,,UGN,Kazakhstan
Yuzhmashavia,2N,UMK,Ukraine
Z-Avia,,RZV,Armenia
Zagros Airlines,,IZG,Iran
Zaire Aero Service,,ZAI,Democratic Republic of Congo
Zairean Airlines,,ZAR,Democratic Republic of Congo
Zambian Airways,Q3,MBN,Zambia
Zambezi Airlines,,ZMA,Zambia
Zanair,,TAN,Tanzania
Zantop International Airlines,,ZAN,United States
ZAS Airlines of Egypt,,ZAS,Egypt
Zenith Air,,AZR,South Africa
Zenmour Airlines,,EMR,Mauritania
Zephyr Express,,RZR,United States
Zhejiang Airlines,,CJG,China
Zhetysu,,JTU,Kazakhstan
Zhez Air,,KZH,Kazakhstan
Zhongfei General Aviation,,CFZ,China
Zhongyuan Aviation,,CYN,China
Zip,3J,WZP,Canada
Zimex Aviation,C4,IMX,Switzerland
Zoom Airlines,Z4,OOM,Canada
Zoom Airways,,ZAW,Bangladesh
Zorex,,ORZ,Spain
Zracno Pristaniste Mali Losinj,,MLU,Croatia
Tyrolean Airways,\N,TYR,\N
buzz,UK,BUZ,\N
Maldivian Air Taxi,8Q,\N,Maldives
Yellow Air Taxi,Y0,\N,United States
Royal Air Cambodge,VJ,RAC,Cambodia
Air Mandalay,6T,\N,Burma
TEA Switzerland,,4SW,Switzerland
TAN-SAHSA,SH,\N,Honduras
Unknown,-,N/A,\N
Air Busan,BX,ABL,Republic of Korea
TUI Airlines Belgium,TB,TUB,Belgium
Sky Express,XW,SXR,Russia
Arctic Air,,AKR,Norway
Braathens,BU,BRA,Norway
Globus,GH,GLP,Russia
Air Kazakhstan,9Y,KZK,Kazakhstan
Japan Air System,JD,JAS,Japan
Annsett New Zealand (NZA),ZQ,\N,New Zealand
EasyJet (DS),DS,\N,Switzerland
Rheintalflug,,RTL,Austria
Dan-Air London,,DAN,United Kingdom
Fred. Olsen,,FOF,Norway
Star Peru (2I),2I,\N,Peru
Robin Hood Aviation,,RHA,Austria
Carnival Air Lines,KW,\N,United States
United Airways,4H,UBD,Bangladesh
Inter European Airways,,IEA,United Kingdom
Trans Maldivian Airways,M8,TMW,Maldives
Fly540,5H,FFV,Kenya
Transavia France,TO,TVF,France
Island Air (WP),WP,MKU,United States
1-2-go,OG,\N,Thailand
Uni Air,B7,UIA,Taiwan
Gomelavia,YD,\N,Belarus
NordWind Airlines,,NWS,Russia
Red Wings,WZ,RWZ,Russia
Hellenic Star Airways,,HST,Greece
BAE Systems Flight Training,,BAZ,Australia
TUIfly (X3),11,\N,Germany
Felix Airways,FU,FXX,Yemen
Kostromskie avialinii,K1,KOQ,Russia
Greenfly,XX,GFY,Spain
Tajik Air,7J,\N,Tajikistan
Air Mozambique,TM,\N,Mozambique
ELK Airways,--,ELK,Estonia
Gabon Airlines,GY,GBK,Gabon
MCA Airlines,,MCA,Sweden
Maldivo Airlines,ML,MAV,Maldives
Virgin Pacific,VH,VNP,Fiji
Zest Air,Z2,\N,Philippines
Yangon Airways,HK,\N,Burma
Transport Aérien Transrégional,IJ,\N,France
LÍO Flugmennt,,LIO,Iceland
Minerva Airlines,N4,\N,Italy
Eastar Jet,ZE,ESR,South Korea
Jin Air,LJ,JNA,South Korea
Wataniya Airways,,KW1,Kuwait
Aéris (Priv),SH,\N,France
Air Arabia Maroc,3O,\N,Morocco
Baltic Air lines,B1,BA1,Latvia
Ciel Canadien,YC,YCC,Canada
Canadian National Airways,CN,YCP,Canada
Epic Holiday,FA,4AA,United States
Indochina Airlines,,AXC,Vietnam
JetWind,,JWW,United States
Air Comet Chile,3I,\N,Chile
Nazca,-.,\N,Peru
German Air Force - FLB,,FLB,Germany
City-Air Germany,,CIP,Germany
Voronezhskie Airlanes,DN,\N,Russia
Line Blue,L8,LBL,Germany
FlyLAL Charters,,LLC,Lithuania
Blue Sky America,BU,BKY,United States
Texas Spirit,XS,TXP,United States
Illinois Airways,IL,ILW,United States
Salzburg arrows,SZ,\N,Austria
Texas Wings,TQ,TXW,United States
California Western,KT,CWS,United States
Dennis Sky,DH,DSY,Israel
Zz,ZZ,\N,Belgium
Atifly,A1,A1F,United States
Air UK,UK,\N,United Kingdom
Suckling Airways,CB,\N,United Kingdom
Reno Sky,RY,\N,United States
Aerolineas heredas santa maria,,SZB,Dominican Republic
Ciao Air,99,\N,Italy
Jc royal.britannica,,JRB,United Kingdom
Birmingham European,VB,\N,United Kingdom
Pal airlines,5P,\N,Chile
CanXpress,C1,CA1,Canada
Danube Wings (V5),V5,\N,Slovakia
Sharp Airlines,SH,SHA,Australia
CanXplorer,C2,CAP,Canada
Click (Mexicana),QA,\N,Mexico
World Experience Airline,W1,WE1,Canada
ALAK,J4,\N,Russia
AJT Air International,E9,\N,Russia
Air Choice One,3E,\N,United States
Tianjin Airlines,,GCR,China
China United,KN,\N,China
Locair,ZQ,LOC,United States
Safi Airlines,4Q,\N,Afghanistan
SeaPort Airlines,K5,SQH,United States
Salmon Air,S6,\N,United States
Fly Illi,IL,ILY,United States
Bobb Air Freight,1,\N,Germany
Star1 Airlines,V9,HCW,Lithuania
Pelita,6D,\N,Indonesia
Alpi Eagles (E8),E8,\N,Italy
Alaska Seaplane Service,J5,\N,United States
TAN,T8,\N,Argentina
Enerjet,,ENJ,Canada
MexicanaLink,I6,MXI,Mexico
Island Spirit,IP,ISX,Iceland
TACA Peru,T0,\N,Peru
Orbest,,OBS,Portugal
Southern Air Charter,,SOA,Bahamas
SVG Air,,SVG,Saint Vincent and the Grenadines
Air Century,,CEY,Dominican Republic
Pan Am World Airways Dominicana,7Q,\N,Dominican Republic
Primera Air,PF,\N,Iceland
Air Antilles Express,3S,\N,Guadeloupe
Sol Lineas Aereas,,OLS,Argentina
Regional Paraguaya,P7,REP,Paraguay
VIP Ecuador,V6,\N,Ecuador
Transportes Aereos Cielos Andinos,,NDN,Peru
Peruvian Airlines,P9,\N,Peru
EasyFly,,EFY,Colombia
Polar Airlines,ЯП,\N,Russia
Catovair,OC,\N,Mauritius
Andalus Lineas Aereas,,ANU,Spain
Air 26,,DCD,Angola
Mauritania Airways,,MTW,Mauritania
CEIBA Intercontinental,,CEL,Equatorial Guinea
Halcyonair,7Z,\N,Cape Verde
Business Aviation,4P,\N,Congo (Kinshasa)
Compagnie Africaine d\\'Aviation,E9,\N,Congo (Kinshasa)
Zambia Skyways,K8,\N,Zambia
AlMasria Universal Airlines,UJ,LMU,Egypt
EgyptAir Express,,MSE,Egypt
SmartLynx Airlines,6Y,\N,Latvia
Air Italy Egypt,,EUD,Egypt
KoralBlue Airlines,K7,KBR,Egypt
Wind Rose Aviation,,WRC,Ukraine
Elysian Airlines,E4,GIE,Cameroon
Sevenair,,SEN,Tunisia
Hellenic Imperial Airways,HT,IMP,Greece
Amsterdam Airlines,WD,AAN,Netherlands
Arik Niger,Q9,NAK,Niger
Dana Air,DA,\N,Nigeria
STP Airways,8F,STP,Sao Tome and Principe
Med Airways,7Y,\N,Lebanon
Skyjet Airlines,UQ,SJU,Uganda
Air Volga,G6,\N,Russia
Transavia Denmark,,TDK,Denmark
Royal Falcon,RL,RFJ,Jordan
Euroline,4L,MJX,Georgia
Worldways,WG,WGC,Canada
Turkuaz Airlines,,TRK,Turkey
Athens Airways,ZF,\N,Greece
Viking Hellas,VQ,VKH,Greece
Norlandair,,FNA,Iceland
Flugfelag Vestmannaeyja,,FVM,Iceland
Starline.kz,DZ,\N,Kazakhstan
Euro Harmony,EH,EHM,Portugal
Lugansk Airlines,L7,\N,Ukraine
Gryphon Airlines,6P,\N,United States
Gadair European Airlines,GP,GDR,Spain
Spirit of Manila Airlines,SM,MNP,Philippines
Chongqing Airlines,OQ,CQN,China
Grand China Air,,GDC,China
West Air China,PN,CHB,China
Falcon Air (IH),IH,\N,Sweden
QatXpress,C3,QAX,Qatar
OneChina,1C,1CH,China
NordStar Airlines,Y7,\N,Russia
Joy Air,JR,JOY,China
Air India Regional,CD,\N,India
MDLR Airlines,9H,\N,India
Jagson Airlines,,JGN,India
Maldivian,Q2,\N,Maldives
Xpressair,XN,\N,Indonesia
Strategic Airlines,VC,\N,Australia
Fars Air Qeshm,,QFZ,Iran
Eastok Avia,,EAA,Kyrgyzstan
Jupiter Airlines,,JPU,United Arab Emirates
Vision Air International,,VIS,Pakistan
Al-Naser Airlines,NA,\N,Iraq
Fuji Dream Airlines,JH,\N,Japan
Korea Express Air,,KEA,South Korea
Eznis Airways,,EZA,Mongolia
Pacific Flier,,PFL,Palau
Syrian Pearl Airlines,,PSB,Syria
SGA Airlines,5E,\N,Thailand
Air2there,F8,\N,New Zealand
Avianova (Russia),AO,\N,Russia
Parmiss Airlines (IPV),PA,IPV,Iran
EuropeSky,ES,EUV,Germany
BRAZIL AIR,GB,BZE,Brazil
Homer Air,MR,OME,Germany
Court Line,??,???,United Kingdom
South West Africa Territory Force,??,***,Namibia
Lombards Air,++,---,South Africa
U.S. Air,-+,--+,United States
Flitestar,GM,===,South Africa
Jayrow,\\',\\'\\,Australia
Llloyd Helicopters,::,:::,Australia
Wilderness Air,;;,\N,Australia
Whitaker Air,^^,\N,Australia
PanAm World Airways,WQ,PQW,United States
Virginwings,YY,VWA,Germany
KSY,KY,KSY,Greece
Buquebus Líneas Aéreas,BQ,BQB,Uruguay
SOCHI AIR,CQ,KOL,Russia
Wizz Air Ukraine,WU,WAU,Ukraine
88,47,VVN,Cyprus
LCM AIRLINES,LQ,LMM,Russia
Aero Brazil,BZ,BZL,Brazil
Cambodia Angkor Air (K6),K6,\N,Cambodia
Skyline nepc,D5,\N,India
THREE,H3,T33,China
Royal European Airlines,69,\N,United Kingdom
Tom\\'s & co airliners,&T,T&O,France
Azul,AD,AZU,Brazil
LSM Airlines,PQ,LOO,Russia
Zapolyarie Airlines,,PZY,Russia
Finlandian,,FN1,Finland
LionXpress,C4,LIX,Cameroon
Nik Airways,X1,\N,Saudi Arabia
Genesis,GK,\N,Pakistan
Congo Express,XZ,\N,Congo (Kinshasa)
Fly Dubai,FZ,FDB,United Arab Emirates
Domenican Airlines,D1,MDO,Dominican Republic
ConneX European Airline,,2CO,Austria
Air Atlantic,9A,\N,Canada
Air Ops,CR,\N,Sweden
Aereonautica militare,JY,AXZ,Italy
Kal Star Aviation,,KLS,Indonesia
LSM AIRLINES ,YZ,YZZ,Russia
Aero Lloyd (YP),YP,AEF,Germany
UTair-Express,UR,\N,Russia
Huaxia,G5,\N,China
Zabaykalskii Airlines,ZP,ZZZ,Russia
CBM America,,XBM,United States
Marysya Airlines,M4,1QA,Russia
N1,N1,\N,Peru
Airlink (SAA),4Z,\N,South Africa
Westfalia Express VA,,WFX,Germany
JobAir,3B,\N,Czech Republic
Zuliana de Aviacion,OD,ULA,Venezuela
Black Stallion Airways,BZ,BSA,United States
German International Air Lines,GM,GER,Germany
TrasBrasil,TB,TBZ,Brazil
TransBrasil Airlines,TH,THS,Brazil
China SSS,9C,\N,China
Nihon.jet,NJ,\N,Japan
AIR INDOCHINE,,IIA,Vietnam
Transportes Aéreos Nacionales de Selva,TJ,\N,Peru
Happy Air,,HPY,Thailand
Solar Air,,SRB,Thailand
Air Mekong,P8,MKG,Vietnam
Harbour Air (Priv),H3,\N,Canada
Air Hamburg (AHO),HH,AHO,Germany
ZABAIKAL AIRLINES,Z6,ZTT,Russia
TransHolding,TI,THI,Brazil
SUR Lineas Aereas,,SZZ,Argentina
Aerolineas Africanas,,AA1,Guinea
Yeti Airways,YT,\N,Nepal
Georgian Airlines,,GEG,Georgia
Yellowstone Club Private Shuttle,Y1,\N,United States
Caucasus Airlines,NS,\N,Georgia
Serbian Airlines,S1,SA1,Serbia
Windward Islands Airways,WM,\N,Netherlands Antilles
TransHolding System,YO,TYS,Brazil
CCML Airlines,CB,CCC,Colombia
Air Charter International,SF,\N,France
Small Planet Airlines,,ELC,Lithuania
Fly Brasil,F1,FBL,Brazil
AUOS,AU,AUK,United Kingdom
CB Airways UK ( Interliging Flights ),1F,CIF,United Kingdom
Fly Colombia ( Interliging Flights ),3F,3FF,Colombia
Trans Pas Air,T6,TP6,United States
KMV,МИ,\N,Russia
Himalayan Airlines,HC,HYM,Nepal
Indya Airline Group,G1,IG1,India
Sunwing,WG,\N,Canada
Turkish Wings Domestic,,TWD,Turkey
Japan Regio,ZX,ZXY,Japan
OCEAN AIR CARGO,,IXO,India
Norte Lineas Aereas,N0,\N,Argentina
Austral Brasil,W7,\N,Brazil
PEGASUS AIRLINES-,H9,\N,Turkey
AirLiberté,IJ,\N,France
Nihon.jet connect,,NX1,Kyrgyzstan
Camair-co,QC,\N,Cameroon
Aerocontinente (Priv),N6,\N,Peru
Sky Regional,RS,\N,Canada
TUR Avrupa Hava YollarÄ±,YI,\N,Turkey
Cruzeiro do Sul Servicos Aereos,,CRZ,Brazil
LSM International ,II,UWW,Russia
Baikotovitchestrian Airlines ,BU,BUU,American Samoa
Luchsh Airlines ,L4,LJJ,Russia
ENTERair,,QQQ,Poland
Zimbabwean Airlines,Z7,\N,Zimbabwe
Air Cargo Germany,6U,\N,Germany
Mongolian International Air Lines ,7M,ZTF,Mongolia
Alaniya Airlines,2D,\N,Russia
Tway Airlines,TW,TWB,South Korea
Papillon Grand Canyon Helicopters,HI,\N,United States
Jusur airways,JX,JSR,Egypt
NEXT Brasil,XB,NXB,Brazil
AeroWorld ,W4,WER,Russia
Cook Island Air,KH,\N,Cook Islands
US Africa Airways,E8,\N,United States
GNB Linhas Aereas,GN,\N,Brazil
Usa Sky Cargo,E1,ES2,United States
Hankook Airline,HN,HNX,South Korea
Red Jet America,RR,\N,United States
REDjet,Z7,\N,Barbados
Hellenic Airways,1H,HEY,Greece
Red Jet Andes,PT,\N,Peru
Red Jet Canada,QY,\N,Canada
Red Jet Mexico,4X,\N,Mexico
Marusya Airways,Y8,MRS,Russia
Era Alaska,7H,ERR,United States
AirRussia,R8,RRJ,Russia
Hankook Air US,H1,HA1,United States
NEPC Airlines,D5,\N,India
Canadian World,10,CNN,Canada
Pim Air,,PHJ,Netherlands
Carpatair Flight Training,,SMW,Romania
I-Fly,H5,RSY,Russia
T.A.T,IJ,\N,France
Compania de Aviacion Faucett,,CFP,Peru
Kar-Air,,KAR,Finland
Alinord,DN,\N,Italy
Pacific Express,VB,\N,United States
Whitejets,,WTJ,Brazil
VickJet,KT,VKJ,France
BVI Airways,XV,\N,British Virgin Islands
Hamburg Airways,,HAY,Germany
Salsa d\\'Haiti,SO,SLC,Haiti
Zambezi Airlines (ZMA),ZJ,\N,Zambia
Kan Air,,KND,Thailand
Air Cudlua,,CUD,United Kingdom
Polet Airlines (Priv),YQ,\N,Russia
Air Explore,,AXE,Slovakia
TROPICAL LINHAS AEREAS,T1,TP3,Brazil
12 North,12,N12,India
Holidays Czech Airlines,,HCC,Czech Republic
Comtel Air,,COE,Austria
Mint Airways,,MIC,Spain
Orbit Airlines,,OBT,United States
Air Bucharest,,BUR,Romania
AlbaStar,,LAV,Spain
MAT Airways,6F,MKD,Macedonia
Asian Wings Airways,AW,AWM,Burma
Air Arabia Egypt,E5,RBG,Egypt
Eagles Airlines,,EGS,Italy
YES Airways,,YEP,Poland
Alitalia Cityliner,CT,\N,Italy
Direct Aero Services,,DSV,Romania
Medallion Air,,MDP,Romania
Orchid Airlines,OI,ORC,Australia
Asia Wings,Y5,AWA,Kazakhstan
Georgian International Airlines,,GNN,Georgia
Air Batumi,,BTM,Georgia
Skywest Australia,XR,\N,Australia
Nile Air,NP,NIA,Egypt
Feeder Airlines,,FDD,Sudan
Senegal Airlines,DN,SGG,Senegal
Fly 6ix,6I,\N,Sierra Leone
Starbow Airlines,S9,\N,Ghana
Copenhagen Express,0X,CX0,Denmark
BusinessAir,8B,BCC,Thailand
SENIC AIRLINES,YR,\N,United States
Compass Airlines (Australia),,CYM,Australia
XOJET,,XOJ,United States
Dexter (DXT),,DXT,Russia
Sky Wing Pacific,C7,CR7,South Korea
Bateleur Air,,BEU,South Africa
Air Indus,PP,AI0,Pakistan
Samurai Airlines,7,770,Pakistan
AirOne Continental,0,0,Slovakia
AirOne Polska,U1,1,Poland
Orbit International Airlines,,OAI,United States
Orbit Regional Airlines,,OAR,United States
Orbit Atlantic Airways,,OAN,United States
Volotea,,VOO,Spain
Go Fly (United Kingdom),,GOE,United Kingdom
Peach Aviation,MM,\N,Japan
Helitt Líneas Aéreas,,HTH,Spain
Russia State Transport,,RSD,Russia
Malaysia Wings,,MWI,Malaysia
Aviabus,U1,ABI,Russia
Michael Airlines,DF,MJG,Puerto Rico
Korongo Airlines,ZC,KGO,Congo (Kinshasa)
Indonesia Sky,I5,IDS,Indonesia
Pelangi ,9P,\N,Malaysia
Aws express,B0,666,United States
Southjet,76,SJS,United States
Southjet connect,77,ZCS,United States
Air Cape,KP,\N,South Africa
Southjet cargo,78,XAN,United States
Iberia Express,I2,IBS,Spain
Interjet (ABC Aerolineas),4O,\N,Mexico
AirOnix,OG,\N,Ukraine
Nordic Global Airlines,NJ,NGB,Finland
Scoot,TZ,SCO,Singapore
Starling Airlines Spain,SX,STS,Spain
Hi Fly (5K),5K,\N,Portugal
China Northwest Airlines (WH),WH,\N,China
Zenith International Airline,ZN,ZNA,Thailand
Orbit Airlines Azerbaijan,O1,OAB,Azerbaijan
Air Engiadina-BRN,,RQX,Switzerland
VG Airlines (IV),,FVG,Belgium
Air Alps Aviation (A6),A6,\N,Austria
Austrian Airtransport,,AAT,Austria
Flying kangaroo Airline,,FKA,Australia
RusJet,,RSJ,Russia
VietJet Air,,VJC,Vietnam
Spantax S.A.,,BXS,Spain
Patriot Airways,P4,\N,United States
Vision Airlines (V2),V2,RBY,United States
